Year Month,State,Countym,Industry,Suspicious Activity,Count
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Exchange of Currencies,2
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,7
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Intra-Casino Funds Transfers,1
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Multiple Accounts,3
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious use of multiple transaction locations,10
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,12
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),6
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",3
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,10
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,17
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,19
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,Unauthorized Electronic Intrusion,4
2014,Arizona,"Maricopa County, AZ",Casino/Card Club - Tribal Authorized Casino,[Total],420
2014,Arizona,"Maricopa County, AZ",[Total],[Total],420
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Changes Spelling or Arrangement of Name,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Check,5
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Counterfeit Instrument,7
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,5
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,2
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,3
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Forgeries,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Identity Theft,4
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,4
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Casinos,2
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Identification Documentation,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Money Laundering,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Other Suspicious Activities,2
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,4
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,10
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Single Individual with Multiple Identities,4
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Source of Funds,2
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,2
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,1
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,3
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,6
2014,Arizona,"Pima County, AZ",Casino/Card Club - Tribal Authorized Casino,[Total],76
2014,Arizona,"Pima County, AZ",[Total],[Total],76
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Account Takeover,6
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,4
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Changes Spelling or Arrangement of Name,3
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Counterfeit Instrument,2
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,3
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,3
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Forgeries,6
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Identity Theft,9
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Inquiry about End of Business Day,1
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,"Little or No Concern for Product Performance Penalites, Fees, or Tax Consequences",1
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,20
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Multiple Individuals with Same or Similar Identities,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Casinos,10
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Other Structuring,1
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,10
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Single Individual with Multiple Identities,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Physical Condition of Funds,3
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Source of Funds,9
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,"Suspicious Designation of Beneficiaries, Assignees or Joint Owners",1
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Exchange of Currencies,2
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,3
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Multiple Accounts,3
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious use of multiple transaction locations,7
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),2
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,4
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,13
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,Unauthorized Electronic Intrusion,5
2014,Arizona,"Pinal County, AZ",Casino/Card Club - Tribal Authorized Casino,[Total],171
2014,Arizona,"Pinal County, AZ",[Total],[Total],171
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Changes Spelling or Arrangement of Name,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Credit/Debit Card,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Minimal Gaming with Large Transactions,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Other Casinos,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Other Identification Documentation,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Other Money Laundering,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Other Other Suspicious Activities,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Other Structuring,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Provided Questionable or False Documentation,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Refused or Avoided Request for Documentation,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Suspicious Use of Third-Party Transactors (Straw-Man),1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,Transaction(s) Below CTR Threshold,1
2014,Arizona,"Yavapai County, AZ",Casino/Card Club - State Licensed Casino,[Total],14
2014,Arizona,"Yavapai County, AZ",[Total],[Total],14
2014,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,1
2014,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,2
2014,Arizona,"Yuma County, AZ",Casino/Card Club - Tribal Authorized Casino,[Total],3
2014,Arizona,"Yuma County, AZ",[Total],[Total],3
2014,Arizona,[Total],[Total],[Total],688
2014,California,"Alameda County, CA",Casino/Card Club - Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,1
2014,California,"Alameda County, CA",Casino/Card Club - Card Club,[Total],1
2014,California,"Alameda County, CA",[Total],[Total],1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Check,1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,2
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,11
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Other Casinos,3
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,4
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,2
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Single Individual with Multiple Identities,1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Exchange of Currencies,1
2014,California,"Amador County, CA",Casino/Card Club - Tribal Authorized Casino,[Total],28
2014,California,"Amador County, CA",[Total],[Total],28
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Bribery or Gratuity,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Check,3
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Counterfeit Instrument,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,9
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,3
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Elder Financial Exploitation,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Embezzlement/Theft/Disappearance of Funds,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,10
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,13
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Other Identification Documentation,2
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Other Other Suspicious Activities,4
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Other Structuring,6
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,4
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,3
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Source of Funds,4
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious use of multiple transaction locations,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction Out of Pattern for Customer(s),1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",11
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,1
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,2
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,16
2014,California,"Butte County, CA",Casino/Card Club - Tribal Authorized Casino,[Total],98
2014,California,"Butte County, CA",[Total],[Total],98
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,Check,2
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,Counterfeit Instrument,2
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,Forgeries,2
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,1
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,2
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,2
2014,California,"Colusa County, CA",Casino/Card Club - Tribal Authorized Casino,[Total],11
2014,California,"Colusa County, CA",[Total],[Total],11
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Account Takeover,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Alters or Cancels Transaction to Avoid CTR Requirement,8
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Counterfeit Instrument,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Credit/Debit Card,2
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,7
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Exchanges Small Bills for Large Bills or Vice Versa,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Forgeries,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Identity Theft,2
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Minimal Gaming with Large Transactions,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Other Casinos,15
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Other Fraud (Type),1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Other Identification Documentation,6
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Other Other Suspicious Activities,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Other Structuring,8
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Provided Questionable or False Documentation,4
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Refused or Avoided Request for Documentation,10
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Transaction(s) Below BSA Recordkeeping Threshold,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,Transaction(s) Below CTR Threshold,2
2014,California,"Contra Costa County, CA",Casino/Card Club - Card Club,[Total],73
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,4
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,3
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,5
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Other Casinos,23
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),3
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Other Identification Documentation,4
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Other Money Laundering,2
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Other Other Suspicious Activities,4
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,2
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,9
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,15
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,26
2014,California,"Contra Costa County, CA",Casino/Card Club - Tribal Authorized Casino,[Total],101
2014,California,"Contra Costa County, CA",[Total],[Total],174
2014,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,Counterfeit Instrument,1
2014,California,"Del Norte County, CA",Casino/Card Club - Tribal Authorized Casino,[Total],1
2014,California,"Del Norte County, CA",[Total],[Total],1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,4
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Credit/Debit Card,1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Inquiry about End of Business Day,1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,9
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Other Money Laundering,3
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,2
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Source of Funds,1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Exchange of Currencies,2
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Multiple Accounts,2
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,"Transaction with No Apparent Economic, Business, or Lawful Purpose",3
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,3
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,1
2014,California,"El Dorado County, CA",Casino/Card Club - Tribal Authorized Casino,[Total],34
2014,California,"El Dorado County, CA",[Total],[Total],34
2014,California,"Fresno County, CA",Casino/Card Club - Card Club,Minimal Gaming with Large Transactions,1
2014,California,"Fresno County, CA",Casino/Card Club - Card Club,Transaction(s) Below CTR Threshold,1
2014,California,"Fresno County, CA",Casino/Card Club - Card Club,[Total],2
2014,California,"Fresno County, CA",[Total],[Total],2
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement,4
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Alters or Cancels Transaction to Avoid CTR Requirement,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Counterfeit Instrument,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Customer Cancels Transaction to Avoid Bsa Reporting and Recordkeeping Requirements,3
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Exchanges Small Bills for Large Bills or Vice Versa,25
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Inquiry about End of Business Day,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Minimal Gaming with Large Transactions,9
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Other Casinos,15
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Other Fraud (Type),1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Other Identification Documentation,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Other Money Laundering,7
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Other Structuring,7
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Provided Questionable or False Documentation,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Refused or Avoided Request for Documentation,3
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Single Individual with Multiple Identities,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicion Concerning the Source of Funds,4
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Exchange of Currencies,2
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Inquiry by Customer Regarding Bsa Reporting or Recordkeeping Requirements,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Suspicious Use of Noncash Monetary Instruments,1
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below BSA Recordkeeping Threshold,3
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Transaction(s) Below CTR Threshold,13
2014,California,"Humboldt County, CA",Casino/Card Club - Tribal Authorized Casino,Two or More Individuals Working Together,19
